Province,Date,Cumulative confirmed cases,Confirmed cases per day,Cumulative death cases,Deaths per day,Cumulative hospitalizations cases,hospitalizations per day,Mortality rate,Daily mortality rate
QC,2022-06-18,1075340,765,15725,3,1029,19,1.462,0.392
YT,2022-06-18,4911,5,26,0,0,0,0.529,0.0
SK,2022-06-18,138132,231,1423,12,165,0,1.03,5.195
PE,2022-06-18,39732,651,45,5,11,0,0.113,0.768
NL,2022-06-19,47292,40,190,0,5,0,0.402,0.0
MB,2022-06-19,145326,0,2025,0,579,0,1.393,0.0
NS,2022-06-19,47123,0,431,0,25,0,0.915,0.0
AB,2022-06-19,587322,66,4591,0,719,0,0.782,0.0
PE,2022-06-19,39732,0,45,0,11,0,0.113,0.0
YT,2022-06-19,4912,1,26,0,0,0,0.529,0.0
BC,2022-06-19,373809,70,3722,0,276,0,0.996,0.0
QC,2022-06-19,1075995,655,15730,5,1029,0,1.462,0.763
SK,2022-06-19,138132,0,1423,0,165,0,1.03,0.0
NB,2022-06-19,67241,0,422,0,25,0,0.628,0.0
SK,2022-06-20,138132,0,1423,0,165,0,1.03,0.0
NL,2022-06-20,47313,21,190,0,5,0,0.402,0.0
QC,2022-06-20,1076598,603,15734,4,1029,0,1.461,0.663
MB,2022-06-20,145326,0,2025,0,579,0,1.393,0.0
NS,2022-06-20,47123,0,438,7,25,0,0.929,0.0
AB,2022-06-20,587460,138,4604,13,719,0,0.784,9.42
BC,2022-06-20,373890,81,3722,0,276,0,0.995,0.0
YT,2022-06-20,4913,1,26,0,0,0,0.529,0.0
NB,2022-06-20,67241,0,422,0,25,0,0.628,0.0
PE,2022-06-20,39732,0,45,0,11,0,0.113,0.0
ON,2022-06-20,1324642,628,13409,3,472,22,1.012,0.478
PE,2022-06-21,39732,0,45,0,11,0,0.113,0.0
NL,2022-06-21,47377,64,190,0,5,0,0.401,0.0
QC,2022-06-21,1077687,1089,15740,6,1041,12,1.461,0.551
BC,2022-06-21,373995,105,3722,0,276,0,0.995,0.0
MB,2022-06-21,145326,0,2025,0,579,0,1.393,0.0
NS,2022-06-21,47123,0,438,0,25,0,0.929,0.0
ON,2022-06-21,1325521,879,13412,3,503,31,1.012,0.341
SK,2022-06-21,138132,0,1423,0,165,0,1.03,0.0
NB,2022-06-21,67241,0,422,0,25,0,0.628,0.0
YT,2022-06-21,4916,3,26,0,0,0,0.529,0.0
AB,2022-06-21,587639,179,4604,0,719,0,0.783,0.0
NB,2022-06-22,67241,0,422,0,25,0,0.628,0.0
NS,2022-06-22,47123,0,438,0,25,0,0.929,0.0
PE,2022-06-22,39732,0,45,0,11,0,0.113,0.0
YT,2022-06-22,4920,4,26,0,0,0,0.528,0.0
QC,2022-06-22,1078858,1171,15742,2,1084,43,1.459,0.171
SK,2022-06-22,138132,0,1423,0,165,0,1.03,0.0
NL,2022-06-22,47465,88,192,2,5,0,0.405,2.273
MB,2022-06-22,145326,0,2025,0,579,0,1.393,0.0
BC,2022-06-22,374103,108,3722,0,276,0,0.995,0.0
AB,2022-06-23,587919,127,4604,0,661,0,0.783,0.0
ON,2022-06-23,1327391,924,13420,4,486,6,1.011,0.433
NS,2022-06-23,47123,0,438,0,25,0,0.929,0.0
NL,2022-06-23,47576,111,192,0,5,0,0.404,0.0
MB,2022-06-23,145326,0,2025,0,579,0,1.393,0.0
NB,2022-06-23,67241,0,422,0,25,0,0.628,0.0
YT,2022-06-23,4925,5,26,0,0,0,0.528,0.0
PE,2022-06-23,39732,0,45,0,11,0,0.113,0.0
BC,2022-06-24,374286,83,3722,0,273,0,0.994,0.0
AB,2022-06-24,588051,132,4604,0,661,0,0.783,0.0
SK,2022-06-24,138132,0,1423,0,157,0,1.03,0.0
MB,2022-06-24,145326,0,2025,0,579,0,1.393,0.0
NS,2022-06-24,47123,0,438,0,25,0,0.929,0.0
NL,2022-06-24,47613,37,192,0,5,0,0.403,0.0
YT,2022-06-24,4931,6,26,0,0,0,0.527,0.0
QC,2022-06-24,1081311,1104,15751,4,1116,36,1.457,0.362
PE,2022-06-24,39732,0,45,0,11,0,0.113,0.0
NB,2022-06-24,67241,0,422,0,25,0,0.628,0.0
ON,2022-06-24,1328318,927,13422,2,489,3,1.01,0.216
YT,2022-06-25,4935,4,26,0,0,0,0.527,0.0
BC,2022-06-25,374360,74,3747,25,273,0,1.001,33.784
SK,2022-06-25,138340,208,1426,3,157,0,1.031,1.442
PE,2022-06-25,40460,728,45,0,11,0,0.111,0.0
AB,2022-06-25,588172,121,4604,0,661,0,0.783,0.0
NS,2022-06-25,47123,0,438,0,25,0,0.929,0.0
NL,2022-06-25,47675,62,192,0,5,0,0.403,0.0
ON,2022-06-25,1329005,687,13432,10,509,20,1.011,1.456
MB,2022-06-25,145498,172,2043,18,579,0,1.404,10.465
YT,2022-06-26,4941,6,26,0,0,0,0.526,0.0
AB,2022-06-26,588264,92,4604,0,661,0,0.783,0.0
NS,2022-06-26,47123,0,438,0,25,0,0.929,0.0
NB,2022-06-26,67725,0,425,0,15,0,0.628,0.0
QC,2022-06-26,1083053,825,15760,3,1113,0,1.455,0.364
MB,2022-06-26,145498,0,2043,0,579,0,1.404,0.0
SK,2022-06-26,138340,0,1426,0,157,0,1.031,0.0
NL,2022-06-26,47716,41,192,0,5,0,0.402,0.0
PE,2022-06-26,40460,0,45,0,11,0,0.111,0.0
BC,2022-06-26,374448,88,3747,0,273,0,1.001,0.0
NL,2022-06-27,47727,11,192,0,5,0,0.402,0.0
ON,2022-06-27,1330444,924,13445,6,521,22,1.011,0.649
NB,2022-06-27,67725,0,425,0,15,0,0.628,0.0
BC,2022-06-27,374554,106,3747,0,273,0,1.0,0.0
MB,2022-06-27,145498,0,2043,0,579,0,1.404,0.0
NS,2022-06-27,47123,0,442,4,25,0,0.938,0.0
AB,2022-06-27,588392,128,4621,17,661,0,0.785,13.281
SK,2022-06-27,138340,0,1426,0,157,0,1.031,0.0
PE,2022-06-27,40460,0,45,0,11,0,0.111,0.0
QC,2022-06-27,1083916,863,15766,6,1113,0,1.455,0.695
YT,2022-06-27,4948,7,26,0,0,0,0.525,0.0
NS,2022-06-28,47123,0,442,0,25,0,0.938,0.0
AB,2022-06-28,588558,166,4621,0,661,0,0.785,0.0
YT,2022-06-28,4956,8,26,0,0,0,0.525,0.0
BC,2022-06-28,374671,117,3747,0,273,0,1.0,0.0
NL,2022-06-28,47753,26,192,0,5,0,0.402,0.0
QC,2022-06-28,1085550,1634,15770,4,1226,113,1.453,0.245
NB,2022-06-28,67725,0,425,0,15,0,0.628,0.0
MB,2022-06-28,145498,0,2043,0,579,0,1.404,0.0
PE,2022-06-28,40460,0,45,0,11,0,0.111,0.0
SK,2022-06-28,138340,0,1426,0,157,0,1.031,0.0
ON,2022-06-28,1331685,1241,13450,5,556,35,1.01,0.403
NL,2022-06-29,47877,124,194,2,5,0,0.405,1.613
NB,2022-06-29,67725,0,425,0,15,0,0.628,0.0
YT,2022-06-29,4961,5,26,0,0,0,0.524,0.0
BC,2022-06-29,374778,107,3747,0,273,0,1.0,0.0
PE,2022-06-29,40460,0,45,0,11,0,0.111,0.0
QC,2022-06-29,1087315,1765,15781,11,1260,34,1.451,0.623
SK,2022-06-29,138340,0,1426,0,157,0,1.031,0.0
MB,2022-06-29,145498,0,2043,0,579,0,1.404,0.0
NS,2022-06-29,47123,0,442,0,25,0,0.938,0.0
MB,2022-06-30,145498,0,2043,0,579,0,1.404,0.0
NL,2022-06-30,47937,60,194,0,5,0,0.405,0.0
YT,2022-06-30,4965,4,26,0,0,0,0.524,0.0
NB,2022-06-30,67725,0,425,0,15,0,0.628,0.0
ON,2022-06-30,1334022,1307,13456,4,589,47,1.009,0.306
PE,2022-06-30,40460,0,45,0,11,0,0.111,0.0
AB,2022-06-30,588929,197,4621,0,589,0,0.785,0.0
BC,2022-06-30,374888,110,3747,0,273,0,0.999,0.0
QC,2022-06-30,1089030,1715,15784,3,1294,34,1.449,0.175
NS,2022-06-30,47123,0,442,0,25,0,0.938,0.0
BC,2022-07-01,375024,136,3747,0,273,0,0.999,0.0
SK,2022-07-01,138340,0,1426,0,119,0,1.031,0.0
NL,2022-07-01,48008,71,194,0,5,0,0.404,0.0
AB,2022-07-01,589085,156,4621,0,589,0,0.784,0.0
PE,2022-07-01,40460,0,45,0,11,0,0.111,0.0
NS,2022-07-01,47344,221,442,0,25,0,0.934,0.0
YT,2022-07-01,4970,5,26,0,0,0,0.523,0.0
NB,2022-07-01,67725,0,425,0,15,0,0.628,0.0
QC,2022-07-01,1090679,1649,15795,11,1313,19,1.448,0.667
MB,2022-07-01,145498,0,2043,0,579,0,1.404,0.0
PE,2022-07-02,41417,957,45,0,11,0,0.109,0.0
NB,2022-07-02,68493,768,429,4,19,4,0.626,0.521
YT,2022-07-02,4973,3,26,0,0,0,0.523,0.0
NL,2022-07-02,48087,79,194,0,5,0,0.403,0.0
ON,2022-07-02,1335647,749,13465,3,617,62,1.008,0.401
MB,2022-07-02,145623,125,2047,4,579,0,1.406,3.2
AB,2022-07-02,589210,125,4621,0,589,0,0.784,0.0
NS,2022-07-02,47605,261,442,0,25,0,0.928,0.0
BC,2022-07-02,375127,103,3788,41,273,0,1.01,39.806
SK,2022-07-02,138340,0,1426,0,119,0,1.031,0.0
MB,2022-07-03,145623,0,2047,0,579,0,1.406,0.0
YT,2022-07-03,4981,8,26,0,0,0,0.522,0.0
BC,2022-07-03,375240,113,3788,0,273,0,1.009,0.0
NL,2022-07-03,48105,18,194,0,5,0,0.403,0.0
PE,2022-07-03,41417,0,45,0,11,0,0.109,0.0
NS,2022-07-03,47852,247,442,0,25,0,0.924,0.0
SK,2022-07-03,138340,0,1426,0,119,0,1.031,0.0
AB,2022-07-03,589324,114,4621,0,589,0,0.784,0.0
NB,2022-07-03,68493,0,429,0,19,0,0.626,0.0
QC,2022-07-03,1093012,1141,15809,8,1294,0,1.446,0.701
NB,2022-07-04,68493,0,429,0,19,0,0.626,0.0
AB,2022-07-04,589504,180,4636,15,589,0,0.786,8.333
SK,2022-07-04,138340,0,1426,0,119,0,1.031,0.0
QC,2022-07-04,1094149,1137,15819,10,1294,0,1.446,0.88
ON,2022-07-04,1337642,1179,13481,3,652,41,1.008,0.254
PE,2022-07-04,41417,0,45,0,11,0,0.109,0.0
NL,2022-07-04,48126,21,194,0,5,0,0.403,0.0
MB,2022-07-04,145623,0,2047,0,579,0,1.406,0.0
NS,2022-07-04,48358,506,451,9,31,6,0.933,1.779
BC,2022-07-04,375395,155,3788,0,273,0,1.009,0.0
YT,2022-07-04,4985,4,26,0,0,0,0.522,0.0
NL,2022-07-05,48180,54,194,0,5,0,0.403,0.0
QC,2022-07-05,1096210,2061,15825,6,1441,147,1.444,0.291
SK,2022-07-05,138340,0,1426,0,119,0,1.031,0.0
YT,2022-07-05,4986,1,26,0,0,0,0.521,0.0
ON,2022-07-05,1339060,1418,13485,4,703,51,1.007,0.282
MB,2022-07-05,145623,0,2047,0,579,0,1.406,0.0
BC,2022-07-05,375547,152,3788,0,273,0,1.009,0.0
NB,2022-07-05,68493,0,429,0,19,0,0.626,0.0
NS,2022-07-05,48683,325,451,0,31,0,0.926,0.0
AB,2022-07-05,589751,247,4636,0,589,0,0.786,0.0
SK,2022-07-06,138340,0,1426,0,119,0,1.031,0.0
BC,2022-07-06,375691,144,3788,0,273,0,1.008,0.0
NS,2022-07-06,48941,258,451,0,31,0,0.922,0.0
YT,2022-07-06,4994,8,26,0,0,0,0.521,0.0
PE,2022-07-06,41417,0,45,0,10,0,0.109,0.0
MB,2022-07-06,145623,0,2047,0,579,0,1.406,0.0
NL,2022-07-06,48281,101,194,0,5,0,0.402,0.0
NB,2022-07-06,68493,0,429,0,19,0,0.626,0.0
QC,2022-07-06,1098108,1898,15836,11,1497,56,1.442,0.58
AB,2022-07-07,590169,230,4636,0,568,0,0.786,0.0
ON,2022-07-07,1342227,1538,13493,6,740,42,1.005,0.39
YT,2022-07-07,4994,0,26,0,0,0,0.521,0.0
NB,2022-07-07,68493,0,429,0,19,0,0.626,0.0
NS,2022-07-07,49164,223,451,0,31,0,0.917,0.0
QC,2022-07-07,1100121,2013,15850,14,1534,37,1.441,0.695
NL,2022-07-07,48359,78,194,0,5,0,0.401,0.0
SK,2022-07-07,138340,0,1426,0,119,0,1.031,0.0
MB,2022-07-07,145623,0,2047,0,579,0,1.406,0.0
BC,2022-07-07,375843,152,3788,0,369,96,1.008,0.0
PE,2022-07-07,41417,0,45,0,10,0,0.109,0.0
QC,2022-07-08,1101909,1788,15859,9,1549,15,1.439,0.503
NL,2022-07-08,48430,71,194,0,5,0,0.401,0.0
PE,2022-07-08,41417,0,45,0,10,0,0.109,0.0
YT,2022-07-08,5001,7,26,0,0,0,0.52,0.0
SK,2022-07-08,138340,0,1426,0,119,0,1.031,0.0
NB,2022-07-08,68493,0,429,0,19,0,0.626,0.0
AB,2022-07-08,590359,190,4636,0,568,0,0.785,0.0
NS,2022-07-08,49393,229,451,0,31,0,0.913,0.0
BC,2022-07-08,375980,137,3788,0,369,0,1.008,0.0
MB,2022-07-08,145623,0,2047,0,579,0,1.406,0.0
ON,2022-07-08,1343445,1218,13503,10,784,44,1.005,0.821
AB,2022-07-09,590550,191,4636,0,568,0,0.785,0.0
QC,2022-07-09,1103432,1523,15871,12,1609,60,1.438,0.788
NL,2022-07-09,48508,78,194,0,5,0,0.4,0.0
PE,2022-07-09,42602,1185,46,1,10,0,0.108,0.084
YT,2022-07-09,5011,10,26,0,0,0,0.519,0.0
MB,2022-07-09,145853,230,2053,6,579,0,1.408,2.609
ON,2022-07-09,1344473,1028,13507,4,822,38,1.005,0.389
NS,2022-07-09,49561,168,451,0,31,0,0.91,0.0
SK,2022-07-09,138340,0,1426,0,119,0,1.031,0.0
BC,2022-07-09,376100,120,3823,35,369,0,1.016,29.167
BC,2022-07-10,376233,133,3823,0,369,0,1.016,0.0
PE,2022-07-10,42602,0,46,0,10,0,0.108,0.0
NS,2022-07-10,49727,166,451,0,31,0,0.907,0.0
AB,2022-07-10,590681,131,4636,0,568,0,0.785,0.0
NB,2022-07-10,69537,0,433,0,17,0,0.623,0.0
SK,2022-07-10,138340,0,1426,0,119,0,1.031,0.0
YT,2022-07-10,5017,6,26,0,0,0,0.518,0.0
QC,2022-07-10,1104662,1230,15875,4,1609,0,1.437,0.325
NL,2022-07-10,48532,24,194,0,5,0,0.4,0.0
MB,2022-07-10,145853,0,2053,0,579,0,1.408,0.0
QC,2022-07-11,1105905,1243,15888,13,1609,0,1.437,1.046
MB,2022-07-11,145853,0,2053,0,579,0,1.408,0.0
NL,2022-07-11,48545,13,194,0,5,0,0.4,0.0
SK,2022-07-11,138340,0,1426,0,119,0,1.031,0.0
NB,2022-07-11,69537,0,433,0,17,0,0.623,0.0
NS,2022-07-11,50062,335,456,5,31,0,0.911,1.493
YT,2022-07-11,5024,7,26,0,0,0,0.518,0.0
ON,2022-07-11,1346862,1501,13514,3,845,30,1.003,0.2
PE,2022-07-11,42602,0,46,0,10,0,0.108,0.0
BC,2022-07-11,376380,147,3823,0,369,0,1.016,0.0
SK,2022-07-12,138340,0,1426,0,119,0,1.031,0.0
NS,2022-07-12,50416,354,456,0,31,0,0.904,0.0
NB,2022-07-12,69537,0,433,0,17,0,0.623,0.0
YT,2022-07-12,5026,2,26,0,0,0,0.517,0.0
PE,2022-07-12,42602,0,46,0,10,0,0.108,0.0
AB,2022-07-12,591107,250,4632,0,568,0,0.784,0.0
QC,2022-07-12,1107916,2011,15900,12,1663,54,1.435,0.597
NL,2022-07-12,48604,59,194,0,5,0,0.399,0.0
ON,2022-07-12,1348969,2107,13522,8,901,56,1.002,0.38
BC,2022-07-12,376517,137,3823,0,369,0,1.015,0.0
MB,2022-07-12,145853,0,2053,0,579,0,1.408,0.0
ON,2022-07-13,1350902,1933,13530,8,964,63,1.002,0.414
NS,2022-07-13,50755,339,456,0,31,0,0.898,0.0
NB,2022-07-13,69537,0,433,0,17,0,0.623,0.0
PE,2022-07-13,42602,0,46,0,10,0,0.108,0.0
MB,2022-07-13,145853,0,2053,0,579,0,1.408,0.0
SK,2022-07-13,138340,0,1426,0,119,0,1.031,0.0
BC,2022-07-13,376688,171,3823,0,426,57,1.015,0.0
QC,2022-07-13,1110117,2201,15917,17,1767,104,1.434,0.772
YT,2022-07-13,5040,14,26,0,0,0,0.516,0.0
SK,2022-07-14,138340,0,1426,0,119,0,1.031,0.0
PE,2022-07-14,42602,0,46,0,10,0,0.108,0.0
QC,2022-07-14,1112446,2329,15938,21,1860,93,1.433,0.902
BC,2022-07-14,376880,192,3823,0,426,0,1.014,0.0
NB,2022-07-14,69537,0,433,0,17,0,0.623,0.0
ON,2022-07-14,1352708,1806,13536,6,1003,39,1.001,0.332
NS,2022-07-14,51078,323,456,0,31,0,0.893,0.0
MB,2022-07-14,145853,0,2053,0,579,0,1.408,0.0
NL,2022-07-14,48736,62,198,0,3,0,0.406,0.0
AB,2022-07-14,591606,235,4632,0,552,0,0.783,0.0
YT,2022-07-14,5051,11,26,0,0,0,0.515,0.0
PE,2022-07-15,42602,0,46,0,10,0,0.108,0.0
QC,2022-07-15,1114354,1908,15956,18,1887,27,1.432,0.943
ON,2022-07-15,1354497,1789,13545,9,1073,70,1.0,0.503
SK,2022-07-15,138340,0,1426,0,119,0,1.031,0.0
YT,2022-07-15,5064,13,26,0,0,0,0.513,0.0
MB,2022-07-15,145853,0,2053,0,579,0,1.408,0.0
AB,2022-07-15,591851,245,4632,0,552,0,0.783,0.0
NB,2022-07-15,69537,0,433,0,17,0,0.623,0.0
BC,2022-07-15,377005,125,3823,0,426,0,1.014,0.0
NS,2022-07-15,51371,293,456,0,31,0,0.888,0.0
NL,2022-07-15,48795,59,198,0,3,0,0.406,0.0
PE,2022-07-16,44121,1519,48,2,10,0,0.109,0.132
NS,2022-07-16,51591,220,456,0,31,0,0.884,0.0
SK,2022-07-16,138968,628,1448,22,119,0,1.042,3.503
YT,2022-07-16,5074,10,26,0,0,0,0.512,0.0
ON,2022-07-16,1356010,1513,13557,12,1150,77,1.0,0.793
MB,2022-07-16,146024,171,2056,3,579,0,1.408,1.754
NB,2022-07-16,70541,1004,438,5,22,5,0.621,0.498
BC,2022-07-16,377145,140,3855,32,426,0,1.022,22.857
NL,2022-07-16,48871,76,198,0,3,0,0.405,0.0
AB,2022-07-16,592056,205,4632,0,552,0,0.782,0.0
PE,2022-07-17,44121,0,48,0,10,0,0.109,0.0
BC,2022-07-17,377273,128,3855,0,426,0,1.022,0.0
MB,2022-07-17,146024,0,2056,0,579,0,1.408,0.0
NB,2022-07-17,70541,0,438,0,22,0,0.621,0.0
NS,2022-07-17,51811,220,456,0,31,0,0.88,0.0
QC,2022-07-17,1117877,1521,15991,19,1878,0,1.43,1.249
AB,2022-07-17,592235,179,4632,0,552,0,0.782,0.0
NL,2022-07-17,48909,38,198,0,3,0,0.405,0.0
YT,2022-07-17,5084,10,26,0,0,0,0.511,0.0
SK,2022-07-17,138968,0,1448,0,119,0,1.042,0.0
PE,2022-07-18,44121,0,48,0,10,0,0.109,0.0
AB,2022-07-18,592538,303,4652,20,552,0,0.785,6.601
YT,2022-07-18,5089,5,26,0,0,0,0.511,0.0
BC,2022-07-18,377405,132,3855,0,426,0,1.021,0.0
NS,2022-07-18,52197,386,463,7,31,0,0.887,1.813
NB,2022-07-18,70541,0,438,0,22,0,0.621,0.0
QC,2022-07-18,1119270,1393,16009,18,1878,0,1.43,1.292
MB,2022-07-18,146024,0,2056,0,579,0,1.408,0.0
NL,2022-07-18,48951,42,198,0,3,0,0.404,0.0
SK,2022-07-18,138968,0,1448,0,119,0,1.042,0.0
ON,2022-07-18,1358624,1529,13580,13,1168,48,1.0,0.85
NS,2022-07-19,52572,375,463,0,31,0,0.881,0.0
NB,2022-07-19,70541,0,438,0,22,0,0.621,0.0
BC,2022-07-19,377557,152,3855,0,426,0,1.021,0.0
QC,2022-07-19,1121412,2142,16022,13,1960,82,1.429,0.607
PE,2022-07-19,44121,0,48,0,10,0,0.109,0.0
SK,2022-07-19,138968,0,1448,0,119,0,1.042,0.0
NL,2022-07-19,49011,60,198,0,3,0,0.404,0.0
YT,2022-07-19,5093,4,26,0,0,0,0.511,0.0
ON,2022-07-19,1360838,2214,13592,12,1299,131,0.999,0.542
MB,2022-07-19,146024,0,2056,0,579,0,1.408,0.0
AB,2022-07-19,592858,320,4652,0,552,0,0.785,0.0
NS,2022-07-20,52921,349,463,0,31,0,0.875,0.0
SK,2022-07-20,138968,0,1448,0,119,0,1.042,0.0
YT,2022-07-20,5101,8,26,0,0,0,0.51,0.0
AB,2022-07-20,593122,264,4652,0,559,7,0.784,0.0
NB,2022-07-20,70541,0,438,0,22,0,0.621,0.0
QC,2022-07-20,1123804,2392,16041,19,2057,97,1.427,0.794
PE,2022-07-20,44121,0,48,0,10,0,0.109,0.0
NL,2022-07-20,49117,106,202,4,3,0,0.411,3.774
BC,2022-07-20,377718,161,3855,0,426,0,1.021,0.0
MB,2022-07-20,146024,0,2056,0,579,0,1.408,0.0
ON,2022-07-20,1363057,2219,13607,15,1392,93,0.998,0.676
SK,2022-07-21,138968,0,1448,0,119,0,1.042,0.0
NL,2022-07-21,49178,61,202,0,3,0,0.411,0.0
NS,2022-07-21,53214,293,463,0,44,13,0.87,0.0
MB,2022-07-21,146024,0,2056,0,579,0,1.408,0.0
PE,2022-07-21,44121,0,48,0,10,0,0.109,0.0
YT,2022-07-21,5107,6,26,0,0,0,0.509,0.0
NB,2022-07-21,70541,0,438,0,22,0,0.621,0.0
ON,2022-07-21,1365152,2095,13618,11,1482,90,0.998,0.525
AB,2022-07-21,593397,275,4652,0,559,0,0.784,0.0
QC,2022-07-21,1125873,2069,16059,18,2110,53,1.426,0.87
YT,2022-07-22,5122,15,26,0,0,0,0.508,0.0
NB,2022-07-22,70541,0,438,0,22,0,0.621,0.0
PE,2022-07-22,44121,0,48,0,10,0,0.109,0.0
BC,2022-07-22,377984,144,3855,0,406,0,1.02,0.0
SK,2022-07-22,138968,0,1448,0,147,28,1.042,0.0
NL,2022-07-22,49258,80,202,0,3,0,0.41,0.0
MB,2022-07-22,146024,0,2056,0,579,0,1.408,0.0
NS,2022-07-22,53483,269,463,0,44,0,0.866,0.0
AB,2022-07-22,593614,217,4652,0,559,0,0.784,0.0
ON,2022-07-22,1366908,1756,13634,16,1488,6,0.997,0.911
NS,2022-07-23,53705,222,463,0,44,0,0.862,0.0
YT,2022-07-23,5122,0,26,0,0,0,0.508,0.0
NL,2022-07-23,49332,74,202,0,3,0,0.409,0.0
PE,2022-07-23,45645,1524,49,1,10,0,0.107,0.066
SK,2022-07-23,138968,0,1448,0,147,0,1.042,0.0
BC,2022-07-23,378066,82,3908,53,406,0,1.034,64.634
MB,2022-07-23,146266,242,2061,5,579,0,1.409,2.066
AB,2022-07-23,593846,232,4652,0,559,0,0.783,0.0
ON,2022-07-23,1368269,1361,13648,14,1511,23,0.997,1.029
NB,2022-07-23,71479,938,443,5,34,12,0.62,0.533
PE,2022-07-24,45645,0,49,0,10,0,0.107,0.0
SK,2022-07-24,138968,0,1448,0,147,0,1.042,0.0
NL,2022-07-24,49366,34,202,0,3,0,0.409,0.0
NS,2022-07-24,53920,215,463,0,44,0,0.859,0.0
AB,2022-07-24,594008,162,4652,0,559,0,0.783,0.0
NB,2022-07-24,71479,0,443,0,34,0,0.62,0.0
BC,2022-07-24,378189,123,3908,0,406,0,1.033,0.0
MB,2022-07-24,146266,0,2061,0,579,0,1.409,0.0
YT,2022-07-24,5122,0,26,0,0,0,0.508,0.0
QC,2022-07-24,1130699,1279,16111,15,2086,0,1.425,1.173
BC,2022-07-25,378345,156,3908,0,406,0,1.033,0.0
MB,2022-07-25,146266,0,2061,0,579,0,1.409,0.0
SK,2022-07-25,138968,0,1448,0,147,0,1.042,0.0
NS,2022-07-25,54265,345,468,5,44,0,0.862,1.449
AB,2022-07-25,594225,217,4665,13,559,0,0.785,5.991
ON,2022-07-25,1370925,1552,13679,12,1471,15,0.998,0.773
QC,2022-07-25,1131970,1271,16128,17,2086,0,1.425,1.338
NL,2022-07-25,49394,28,202,0,3,0,0.409,0.0
PE,2022-07-25,45645,0,49,0,10,0,0.107,0.0
NB,2022-07-25,71479,0,443,0,34,0,0.62,0.0
YT,2022-07-25,5123,1,26,0,0,0,0.508,0.0
MB,2022-07-26,146266,0,2061,0,579,0,1.409,0.0
NB,2022-07-26,71479,0,443,0,34,0,0.62,0.0
QC,2022-07-26,1133769,1799,16146,18,2148,62,1.424,1.001
YT,2022-07-26,5131,8,26,0,0,0,0.507,0.0
BC,2022-07-26,378532,187,3908,0,406,0,1.032,0.0
NL,2022-07-26,49472,78,202,0,3,0,0.408,0.0
NS,2022-07-26,54572,307,468,0,44,0,0.858,0.0
AB,2022-07-26,594522,297,4665,0,559,0,0.785,0.0
SK,2022-07-26,138968,0,1448,0,147,0,1.042,0.0
PE,2022-07-26,45645,0,49,0,10,0,0.107,0.0
ON,2022-07-26,1372997,2072,13689,10,1550,79,0.997,0.483
NL,2022-07-27,49530,58,205,3,3,0,0.414,5.172
PE,2022-07-27,45645,0,49,0,10,0,0.107,0.0
AB,2022-07-27,594759,237,4665,0,649,90,0.784,0.0
NB,2022-07-27,71479,0,443,0,34,0,0.62,0.0
NS,2022-07-27,54887,315,468,0,44,0,0.853,0.0
QC,2022-07-27,1135566,1797,16161,15,2221,73,1.423,0.835
BC,2022-07-27,378681,149,3908,0,406,0,1.032,0.0
SK,2022-07-27,138968,0,1448,0,147,0,1.042,0.0
YT,2022-07-27,5151,20,26,0,0,0,0.505,0.0
MB,2022-07-28,146266,0,2061,0,291,0,1.409,0.0
NB,2022-07-28,71479,0,443,0,34,0,0.62,0.0
ON,2022-07-28,1376611,1864,13721,16,1535,50,0.997,0.858
QC,2022-07-28,1137130,1564,16172,11,2222,1,1.422,0.703
NS,2022-07-28,55185,298,468,0,44,0,0.848,0.0
PE,2022-07-28,45645,0,49,0,10,0,0.107,0.0
YT,2022-07-28,5176,25,26,0,0,0,0.502,0.0
SK,2022-07-28,138968,0,1448,0,147,0,1.042,0.0
AB,2022-07-28,595011,252,4665,0,649,0,0.784,0.0
NL,2022-07-28,49574,44,205,0,3,0,0.414,0.0
NS,2022-07-29,55420,235,468,0,44,0,0.844,0.0
PE,2022-07-29,45645,0,49,0,10,0,0.107,0.0
NB,2022-07-29,71479,0,443,0,34,0,0.62,0.0
AB,2022-07-29,595319,308,4665,0,649,0,0.784,0.0
ON,2022-07-29,1378151,1540,13729,8,1589,54,0.996,0.519
NL,2022-07-29,49624,50,205,0,3,0,0.413,0.0
MB,2022-07-29,146266,0,2061,0,291,0,1.409,0.0
YT,2022-07-29,5191,15,26,0,0,0,0.501,0.0
SK,2022-07-29,138968,0,1448,0,147,0,1.042,0.0
BC,2022-07-29,378950,131,3908,0,401,0,1.031,0.0
BC,2022-07-30,379049,99,3940,32,401,0,1.039,32.323
YT,2022-07-30,5207,16,26,0,0,0,0.499,0.0
NS,2022-07-30,55586,166,468,0,44,0,0.842,0.0
AB,2022-07-30,595517,198,4665,0,649,0,0.783,0.0
MB,2022-07-30,146524,258,2067,6,291,0,1.411,2.326
SK,2022-07-30,138968,0,1448,0,147,0,1.042,0.0
PE,2022-07-30,46818,1173,49,0,10,0,0.105,0.0
NL,2022-07-30,49673,49,205,0,3,0,0.413,0.0
YT,2022-07-31,5219,12,26,0,0,0,0.498,0.0
SK,2022-07-31,138968,0,1448,0,147,0,1.042,0.0
NB,2022-07-31,72226,0,447,0,33,0,0.619,0.0
PE,2022-07-31,46818,0,49,0,10,0,0.105,0.0
QC,2022-07-31,1140886,973,16209,13,2125,0,1.421,1.336
BC,2022-07-31,379162,113,3940,0,401,0,1.039,0.0
